"research_id","status","category","person_name","canonical_person_id","years","city","claim_text","search_query","best_source_tier","best_source_name","best_source_url","best_evidence_value","best_match_score","original_source_url","external_research_outcome","external_research_notes"
"tnl-dark-guide-2022-nwt-5-5-涉案紀錄-1","manual_review","涉案紀錄","王淑慧","9ed74967-0e4a-42c9-bb38-2f3fe6dc9ca2","2022","新北市","控利用人頭詐領公費助理補助款、春節慰勞金等300多萬元，一審判處9年徒刑。","""王淑慧"" ""控利用人頭詐領公費助理補助款、春節慰勞金等300多萬元，一審判處9年徒刑。"" 新北市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM,109%2c%e8%a8%b4%2c521%2c20220113%2c4","控利用人頭詐領公費助理補助款、春節慰勞金等300多萬元，一審判處9年徒刑。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM,109%2c%e8%a8%b4%2c521%2c20220113%2c4","",""
"tnl-dark-guide-2018-txg-4-38-涉案紀錄-1","manual_review","涉案紀錄","王朝坤","870bdb1b-57d2-461e-a051-282bb8cbaf05","2018","台中市","賄選（農會選舉）／法院審理中","""王朝坤"" ""賄選（農會選舉）／法院審理中"" 台中市","trusted_media","中央社","https://www.cna.com.tw/news/aipl/202210170291.aspx","曾違反農會法交付財物罪並影響候選資格","1","","source_found_manual_review","中央社報導可確認曾因農會法交付財物罪影響候選資格；須人工核對暗公報所述的2018年案件階段。"
"tnl-dark-guide-2022-khh-5-9-涉案紀錄-1","manual_review","涉案紀錄","王齡嬌","becd698c-5a88-412e-b7b6-a0447801502d","2022","高雄市","以人頭詐領助理費，遭判1年2月確定。","""王齡嬌"" ""以人頭詐領助理費，遭判1年2月確定。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM%2c103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1&ot=in","以人頭詐領助理費，遭判1年2月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM%2c103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1&ot=in","",""
"tnl-dark-guide-2022-txg-14-5-涉案紀錄-1","manual_review","涉案紀錄","冉齡軒","d70850ab-38f7-43ae-aa38-cd17bf307ce0","2022","台中市","涉嫌詐領助理費148萬元，2022年2月遭羈押禁見，4月依違反《貪污治罪條例》遭起訴。","""冉齡軒"" ""涉嫌詐領助理費148萬元，2022年2月遭羈押禁見，4月依違反《貪污治罪條例》遭起訴。"" 台中市","secondary","udn.com","https://udn.com/news/story/7321/6241122?from=udn-ch1_breaknews-1-0-news","涉嫌詐領助理費148萬元，2022年2月遭羈押禁見，4月依違反《貪污治罪條例》遭起訴。","1","https://udn.com/news/story/7321/6241122?from=udn-ch1_breaknews-1-0-news","",""
"tnl-dark-guide-2018-txg-17-37-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","朱元宏","a63fdd15-dc3d-4f92-ab70-8f58d1a20b5e","2018","台中市","詐欺／二審判3年10個月","""朱元宏"" ""詐欺／二審判3年10個月"" 台中市","","","","","","","not_found_after_stop_loss","只找到維基百科等彙整頁，未找到官方或可信獨立報導。"
"tnl-dark-guide-2022-txg-17-2-涉案紀錄-1","manual_review","涉案紀錄","朱元宏","a63fdd15-dc3d-4f92-ab70-8f58d1a20b5e","2022","台中市","擔任律師期間二度充當司法黃牛詐財稱可向法官行賄，遭判刑3年10月定讞。","""朱元宏"" ""擔任律師期間二度充當司法黃牛詐財稱可向法官行賄，遭判刑3年10月定讞。"" 台中市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDM,96%2c%e6%98%93%2c2675%2c20071129%2c1","擔任律師期間二度充當司法黃牛詐財稱可向法官行賄，遭判刑3年10月定讞。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDM,96%2c%e6%98%93%2c2675%2c20071129%2c1","",""
"tnl-dark-guide-2018-khh-1-9-涉案紀錄-1","manual_review","涉案紀錄","朱信強","38758939-ea2f-4a80-9079-9f2aef6935a4","2018","高雄市","賄選／判刑9個月，當選無效確定","""朱信強"" ""賄選／判刑9個月，當選無效確定"" 高雄市","trusted_media","中國時報","https://www.chinatimes.com/newspapers/20120622001615-260107","朱信強因樁腳買票案遭判當選無效定讞","1","","source_found_manual_review","媒體報導確認當選無效定讞及樁腳買票脈絡，但刑期仍需另找判決核對。"
"tnl-dark-guide-2022-khh-1-1-涉案紀錄-1","manual_review","涉案紀錄","朱信強","38758939-ea2f-4a80-9079-9f2aef6935a4","2022","高雄市","農會改選賄選，判刑6個月。","""朱信強"" ""農會改選賄選，判刑6個月。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM%2c96%2c%E4%B8%8A%E6%98%93%2c322%2c20070823%2c1","農會改選賄選，判刑6個月。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM%2c96%2c%E4%B8%8A%E6%98%93%2c322%2c20070823%2c1","",""
"tnl-dark-guide-2022-khh-1-1-涉案紀錄-2","manual_review","涉案紀錄","朱信強","38758939-ea2f-4a80-9079-9f2aef6935a4","2022","高雄市","議員選舉樁腳買票賄選，當選無效確定。","""朱信強"" ""議員選舉樁腳買票賄選，當選無效確定。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/LAW_MOBILE/FJUD/data.aspx?ty=JD&id=KSHV,101%2c%e9%81%b8%e4%b8%8a%2c4%2c20120620%2c1","議員選舉樁腳買票賄選，當選無效確定。","1","https://law.judicial.gov.tw/LAW_MOBILE/FJUD/data.aspx?ty=JD&id=KSHV,101%2c%e9%81%b8%e4%b8%8a%2c4%2c20120620%2c1","",""
"tnl-dark-guide-2018-khh-10-11-涉案紀錄-1","manual_review","涉案紀錄","朱挺玗","bfc2d251-548b-456f-86a1-10df3e256ed9","2018","高雄市","當選無效／定讞","""朱挺玗"" ""當選無效／定讞"" 高雄市","official","中央選舉委員會","https://web.cec.gov.tw/api/file/cf582128-072d-4545-b6fc-cf52bd3ee4d7.pdf","高雄市議員朱挺玗當選無效確定","1","","source_found_manual_review","中選會會議紀錄與公視報導均可確認當選無效確定；公開前仍應分清民事當選無效與刑事責任。"
"tnl-dark-guide-2022-khh-10-2-涉案紀錄-1","manual_review","涉案紀錄","朱挺玗","bfc2d251-548b-456f-86a1-10df3e256ed9","2022","高雄市","競選議員涉嫌買票，遭判當選無效確定。","""朱挺玗"" ""競選議員涉嫌買票，遭判當選無效確定。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c96%2c%e9%81%b8%e4%b8%8a%2c14%2c20080415%2c1&ot=in","競選議員涉嫌買票，遭判當選無效確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c96%2c%e9%81%b8%e4%b8%8a%2c14%2c20080415%2c1&ot=in","",""
"tnl-dark-guide-2022-tao-12-2-涉案紀錄-1","manual_review","涉案紀錄","江承洲","cf42a5f9-452b-4de1-9f04-b4ff641dec32","2022","桃園市","酒駕肇事，酒精濃度達每公升1.25毫克，犯不能安全駕駛動力交通工具罪，遭判4月確定。","""江承洲"" ""酒駕肇事，酒精濃度達每公升1.25毫克，犯不能安全駕駛動力交通工具罪，遭判4月確定。"" 桃園市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%a3%a2%e4%ba%a4%e7%b0%a1%2c519%2c20210320%2c1","酒駕肇事，酒精濃度達每公升1.25毫克，犯不能安全駕駛動力交通工具罪，遭判4月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%a3%a2%e4%ba%a4%e7%b0%a1%2c519%2c20210320%2c1","",""
"tnl-dark-guide-2018-txg-7-41-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","何文海","000ec4ee-d284-4df3-8ddc-0df686d59bff","2018","台中市","樁腳買票／二審判刑3個月","""何文海"" ""樁腳買票／二審判刑3個月"" 台中市","","","","","","","not_found_after_stop_loss","搜尋結果只有轉載暗公報內容的頁面，未形成獨立佐證。"
"tnl-dark-guide-2018-nwt-2-48-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","何淑峯","4839bc48-2e04-440c-a5d2-e68c305df767","2018","新北市","貪污（詐領補助款）／二審判刑6年","""何淑峯"" ""貪污（詐領補助款）／二審判刑6年"" 新北市","","","","","","","not_found_after_stop_loss","只找到維基百科等彙整頁；未找到可直接核對當時二審內容的可靠來源。"
"tnl-dark-guide-2022-khh-8-6-涉案紀錄-1","manual_review","涉案紀錄","吳益政","1cef9cde-28ab-4c5f-8a97-ee0a128c56d8","2022","高雄市","指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑4月確定。","""吳益政"" ""指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑4月確定。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM,103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1","指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑4月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM,103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1","",""
"tnl-dark-guide-2018-khh-8-53-涉案紀錄-1","manual_review","涉案紀錄","吳益政","1cef9cde-28ab-4c5f-8a97-ee0a128c56d8","2018","高雄市","詐領助理費／被判使公務員登載不實罪4個月","""吳益政"" ""詐領助理費／被判使公務員登載不實罪4個月"" 高雄市","trusted_media","中央社","https://www.cna.com.tw/news/aipl/202008060398.aspx","法院認定使公務員登載不實罪，原判4月並減為2月","1","","source_found_manual_review","中央社報導確認使公務員登載不實罪及刑期，但也記載當事人對『詐領』用語的反駁，公開時不可直接沿用暗公報標籤。"
"tnl-dark-guide-2022-tnn-3-6-涉案紀錄-1","manual_review","涉案紀錄","吳通龍","4cb6ee34-2d7d-42ae-b579-ec59ec95fc43","2022","台南市","因助理費案件遭起訴，嗣後因犯使公務員登載不實罪，遭判刑4月確定。","""吳通龍"" ""因助理費案件遭起訴，嗣後因犯使公務員登載不實罪，遭判刑4月確定。"" 台南市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHM,110%2c%e4%b8%8a%e6%9b%b4%e4%b8%80%2c20%2c20211230%2c1","因助理費案件遭起訴，嗣後因犯使公務員登載不實罪，遭判刑4月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHM,110%2c%e4%b8%8a%e6%9b%b4%e4%b8%80%2c20%2c20211230%2c1","",""
"tnl-dark-guide-2018-tnn-3-21-涉案紀錄-1","manual_review","涉案紀錄","吳通龍","4cb6ee34-2d7d-42ae-b579-ec59ec95fc43","2018","台南市","貪污／法院審理中","""吳通龍"" ""貪污／法院審理中"" 台南市","official","臺灣臺南地方法院","https://jirs.judicial.gov.tw/GNNWS/NNWSS002.asp?id=542544","107年度訴字第667號案件、一審事實與判決","1","","source_found_manual_review","臺南地院新聞稿可確認案件與一審判決內容；暗公報的『法院審理中』是2018年的歷史狀態，公開前應更新案件進度。"
"tnl-dark-guide-2022-tnn-5-2-涉案紀錄-1","manual_review","涉案紀錄","李文俊","d92e3523-6672-4fee-a4bf-4ff6740ffb47","2022","台南市","善化農會選舉時意圖行賄，遭判刑7月確定。","""李文俊"" ""善化農會選舉時意圖行賄，遭判刑7月確定。"" 台南市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ro=2&q=28ef616bc2a229e36a74581dee406ad4&gy=jsys&gc=M&sort=DS&ot=in","善化農會選舉時意圖行賄，遭判刑7月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ro=2&q=28ef616bc2a229e36a74581dee406ad4&gy=jsys&gc=M&sort=DS&ot=in","",""
"tnl-dark-guide-2018-tnn-5-36-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","李文俊","d92e3523-6672-4fee-a4bf-4ff6740ffb47","2018","台南市","賄選（農會賄選）／判刑7個月","""李文俊"" ""賄選（農會賄選）／判刑7個月"" 台南市","","","","","","","not_found_after_stop_loss","搜尋結果被較新的臺南正副議長案干擾，未找到暗公報所指農會賄選案的可靠來源。"
"tnl-dark-guide-2022-tpe-1-3-涉案紀錄-1","manual_review","涉案紀錄","李光輝","73e9695b-143b-4c63-8818-f86af5ac34c2","2022","台北市","2011年成立光輝生醫公司要求員工販售自家未上市股票，對外宣稱獲得癌症免疫治療專利等吸金1億多元，遭檢舉後，被檢方依違反《證交法》證券詐欺等罪起訴，一審遭判10年，上訴中。","""李光輝"" ""2011年成立光輝生醫公司要求員工販售自家未上市股票，對外宣稱獲得癌症免疫治療專利等吸金1億多元，遭檢舉後，被檢方依違反《證交法》證券詐欺等罪起訴，一審遭判10年，上訴中。"" 台北市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDM,106%2c%e9%87%91%e9%87%8d%e8%a8%b4%2c13%2c20220127%2c1","2011年成立光輝生醫公司要求員工販售自家未上市股票，對外宣稱獲得癌症免疫治療專利等吸金1億多元，遭檢舉後，被檢方依違反《證交法》證券詐欺等罪起訴，一審遭判10年，上訴中。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDM,106%2c%e9%87%91%e9%87%8d%e8%a8%b4%2c13%2c20220127%2c1","",""
"tnl-dark-guide-2022-tnn-5-3-涉案紀錄-2","manual_review","涉案紀錄","李偉智","31334f6d-bb62-4e12-ac82-a1d7c0141dbb","2022","台南市","因新化農會選舉招待有選舉權人出遊行賄，遭判刑1年確定。","""李偉智"" ""因新化農會選舉招待有選舉權人出遊行賄，遭判刑1年確定。"" 台南市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHM,108%2c%e9%81%b8%e4%b8%8a%e6%98%93%2c228%2c20191007%2c1","因新化農會選舉招待有選舉權人出遊行賄，遭判刑1年確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHM,108%2c%e9%81%b8%e4%b8%8a%e6%98%93%2c228%2c20191007%2c1","",""
"tnl-dark-guide-2022-tnn-5-3-涉案紀錄-1","manual_review","涉案紀錄","李偉智","31334f6d-bb62-4e12-ac82-a1d7c0141dbb","2022","台南市","頂樓加蓋遭判刑4月確定。","""李偉智"" ""頂樓加蓋遭判刑4月確定。"" 台南市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDM,104%2c%e7%b0%a1%2c2753%2c20160429%2c1","頂樓加蓋遭判刑4月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDM,104%2c%e7%b0%a1%2c2753%2c20160429%2c1","",""
"tnl-dark-guide-2018-tnn-5-34-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","李偉智","31334f6d-bb62-4e12-ac82-a1d7c0141dbb","2018","台南市","賄選／法院審理中","""李偉智"" ""賄選／法院審理中"" 台南市","","","","","","","not_found_after_stop_loss","未找到可直接對應此人與暗公報敘述的可靠案件來源。"
"tnl-dark-guide-2022-nwt-5-11-涉案紀錄-1","manual_review","涉案紀錄","李婉鈺","d84635b6-18e4-498b-9641-716bbb82eb97","2022","新北市","於餐廳與人發生口角，朝對方比中指，辱罵對方「肖查某」，犯公然侮辱罪，遭判拘役10日確定。","""李婉鈺"" ""於餐廳與人發生口角，朝對方比中指，辱罵對方「肖查某」，犯公然侮辱罪，遭判拘役10日確定。"" 新北市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c106%2c%e7%b0%a1%2c8425%2c20180104%2c1&ot=in","於餐廳與人發生口角，朝對方比中指，辱罵對方「肖查某」，犯公然侮辱罪，遭判拘役10日確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c106%2c%e7%b0%a1%2c8425%2c20180104%2c1&ot=in","",""
"tnl-dark-guide-2022-nwt-5-11-涉案紀錄-2","manual_review","涉案紀錄","李婉鈺","d84635b6-18e4-498b-9641-716bbb82eb97","2022","新北市","動手拉扯員警身上配戴之密錄器干擾蒐證，掌摑員警臉部使其受傷，以「穿著制服的流氓」辱罵員警，犯妨害公務執行罪，遭判4月確定。","""李婉鈺"" ""動手拉扯員警身上配戴之密錄器干擾蒐證，掌摑員警臉部使其受傷，以「穿著制服的流氓」辱罵員警，犯妨害公務執行罪，遭判4月確定。"" 新北市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in","動手拉扯員警身上配戴之密錄器干擾蒐證，掌摑員警臉部使其受傷，以「穿著制服的流氓」辱罵員警，犯妨害公務執行罪，遭判4月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in","",""
"tnl-dark-guide-2022-nwt-5-11-涉案紀錄-3","manual_review","涉案紀錄","李婉鈺","d84635b6-18e4-498b-9641-716bbb82eb97","2022","新北市","深夜到前立委張碩文家，狂按門鈴擾鄰犯強制未遂罪，遭判拘役20日確定。","""李婉鈺"" ""深夜到前立委張碩文家，狂按門鈴擾鄰犯強制未遂罪，遭判拘役20日確定。"" 新北市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in","深夜到前立委張碩文家，狂按門鈴擾鄰犯強制未遂罪，遭判拘役20日確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in","",""
"tnl-dark-guide-2022-khh-6-4-涉案紀錄-1","manual_review","涉案紀錄","李喬如","10b42c94-fd40-44ca-aef8-2e065cab6c98","2022","高雄市","指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑1年1月確定。","""李喬如"" ""指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑1年1月確定。"" 高雄市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM,103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1","指示助理登載不實訊息以人頭詐領助理費，犯偽造文書遭判刑1年1月確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHM,103%2c%e4%b8%8a%e8%a8%b4%2c715%2c20150114%2c1","",""
"tnl-dark-guide-2018-khh-6-100-涉案紀錄-1","not_found_after_stop_loss","涉案紀錄","李喬如","10b42c94-fd40-44ca-aef8-2e065cab6c98","2018","高雄市","詐領助理費／被判使公務員登載不實罪1年10個月","""李喬如"" ""詐領助理費／被判使公務員登載不實罪1年10個月"" 高雄市","","","","","","","not_found_after_stop_loss","未找到官方或可信媒體可核對該刑期。"
"tnl-dark-guide-2022-tao-1-21-涉案紀錄-1","manual_review","涉案紀錄","李曉鐘","c377a734-1e11-462d-bb18-ce0dfbbc7774","2022","桃園市","因涉入桃園縣議長賄選案，接受招待，遭判刑1年，緩刑3年確定。","""李曉鐘"" ""因涉入桃園縣議長賄選案，接受招待，遭判刑1年，緩刑3年確定。"" 桃園市","official","law.judicial.gov.tw","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c90%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%89)%2c239%2c20021001%2c1","因涉入桃園縣議長賄選案，接受招待，遭判刑1年，緩刑3年確定。","1","https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c90%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%89)%2c239%2c20021001%2c1","",""
